epoch,train_loss,val_loss,val_macro_auroc,val_macro_auprc,val_macro_f1,val_MI_auroc,val_MI_auprc,val_STTC_auroc,val_STTC_auprc,val_CD_auroc,val_CD_auprc,val_HYP_auroc,val_HYP_auprc
11,0.6585707962170179,0.6929255396947949,0.8832491970733062,0.6726933462270162,0.6229739721975747,0.875134372177055,0.6864893114326561,0.9049791539111929,0.7039522825433633,0.8765971977573402,0.7357421764864269,0.8762860644476365,0.5645896144456182
12,0.6550963399792529,0.7041245072259815,0.884884987350059,0.6792584848575232,0.625942657255167,0.8765356820234869,0.718195399388303,0.9070573486107466,0.7062260578285208,0.8791690663960534,0.7331630424102641,0.8767778523699495,0.559449439803005
13,0.6498549979857968,0.7037105980269406,0.8850149726930765,0.6838992424835663,0.6469123891959616,0.8817558717253837,0.7272290612979729,0.9042257791772355,0.6975022023299543,0.8818299103873914,0.7384906454461659,0.8722483294822956,0.5723750608601715
14,0.6437960795926203,0.7177327042325921,0.8848821284737183,0.6865724812375209,0.6551394405782064,0.8823554652213188,0.7253160242722714,0.9071879646636929,0.7228578338643917,0.883583566492844,0.7321222342266063,0.8664015175170174,0.5659938325868141
15,0.6385942446327165,0.6961063010976949,0.8893605540311683,0.6958231159313735,0.6364953056316633,0.8811845076784101,0.7277056599909201,0.9098469343129537,0.7176039041574156,0.8847540733277142,0.7587640684670534,0.8816567008055954,0.579218831110105
16,0.6365155377880524,0.682855273714853,0.8903920160608886,0.6974985934485962,0.6217457640362092,0.8824638663053297,0.7309575201918709,0.9121023936557916,0.7268535602963071,0.8838775458673952,0.744481927582862,0.8831242584150377,0.5877013657233451
17,0.6316336168621994,0.7034641768954216,0.8896231438223661,0.6977359740850045,0.6694334863223651,0.8861043360433605,0.7431102521857698,0.9100358611038222,0.7158299312949211,0.8822627634542155,0.7480562923384524,0.880089614688066,0.5839474205208747
18,0.62734002131332,0.6986173327909697,0.8915646884045432,0.7045470831424365,0.6462389946805368,0.8855724932249323,0.7388443769184347,0.9102865972768887,0.7229968915336431,0.8887663807832475,0.762631274712616,0.8816332823331043,0.5937157894050518
19,0.6272251909564001,0.6799124035266562,0.8908173138582814,0.7038439983188725,0.6345168221943531,0.8842728093947605,0.7462579017567671,0.911816671039972,0.7302274552898204,0.8810267274745067,0.7542196544503916,0.8861530475238868,0.5846709817785108
20,0.6234783258058572,0.6754772552656472,0.8935666671768391,0.7109408161017822,0.6559999157623089,0.8898622402890695,0.7524464554648782,0.9108032304148809,0.7181296541958978,0.8844174098312955,0.7614022068239036,0.8891837881721102,0.6117849479224491
21,0.6204525058313927,0.6625479552723946,0.8940347059227565,0.7083596273460068,0.6533241343684443,0.8907825203252033,0.7494800649420402,0.9149677833172979,0.7313522951825724,0.884803370482547,0.7613627817762788,0.8855851495659777,0.5912433674831353
22,0.6159645792311955,0.6645493181473618,0.8950873345988266,0.708879493718761,0.6557812850457498,0.8950112917795845,0.7697635388675331,0.9083506807778652,0.7038226227392211,0.8898292755362267,0.7673782739553516,0.88715809030163,0.5945535393129381
23,0.6128593969679658,0.6996061231018207,0.8939469484779969,0.7114729113284819,0.6629256027436896,0.8955081300813008,0.7685744070349969,0.9118866439254789,0.7206386817045881,0.8853312107501464,0.7580784492123803,0.8830618091550615,0.5986001073619623
24,0.614250088769155,0.6577869666825741,0.8957794766511726,0.7100385609822393,0.6318634690109453,0.8968710478771454,0.7661512007900078,0.9114493133910611,0.7217431316845059,0.888016102134086,0.7619564598126491,0.886781443202398,0.5903034516417947
25,0.6091549895345575,0.6629474539275563,0.8972992987265025,0.719765572137345,0.6529239226303974,0.8984722222222221,0.7738720469089287,0.9148010146068399,0.7313781944285747,0.8881423509452429,0.7651678788629169,0.8877816071317055,0.6086441683489598
26,0.6087078460474411,0.6754845183923703,0.892539310218278,0.7101879230546282,0.6668976493665312,0.894255871725384,0.748475828540848,0.9135403364529577,0.7306619872667396,0.8872946803560456,0.7648128551861628,0.8750663523387248,0.5968010212247628
27,0.6056826225581979,0.6614777899663383,0.8956048870783473,0.7106738807662567,0.6329167388631496,0.8938651761517615,0.7658525956123059,0.9126913321088078,0.7207828975558414,0.8870890751493042,0.7560833629797771,0.888773964903516,0.5999766669171022
28,0.6049302804187602,0.6593603588025504,0.8958031171831302,0.7168179872481744,0.6520664409199945,0.8970720415537489,0.7758964483856641,0.9133828974605674,0.7304298073647532,0.8886028585135586,0.7619408144808444,0.8841546712046462,0.599004878761436
29,0.6033465645081262,0.6700757464137646,0.8951767664583209,0.7111338268643153,0.6327951203512915,0.8921285004516711,0.7578793257338974,0.9092113472695996,0.7071097761381655,0.888073815876329,0.7657174437107195,0.8912934022356834,0.6138287618744791
30,0.6013217001145589,0.6500326866403632,0.8991729549428993,0.7202280998176518,0.6610682120663204,0.9000993676603433,0.772777597348083,0.9154062800664743,0.7261208574906053,0.8900781660496506,0.7640605262487455,0.8911080059951291,0.6179534181831733
31,0.5978775573977937,0.6533019273652942,0.8975124226958939,0.7205993593770005,0.6608110029000205,0.8962454832881662,0.7626688328740479,0.9132056328172834,0.7314102404395593,0.888145958054133,0.7719112714625543,0.892452616623993,0.6164070927318406
32,0.5990159524592252,0.6425080174699835,0.9001977003015083,0.7214927515325883,0.6620764264456598,0.9015345528455285,0.7695202497604943,0.9150109332633604,0.7228206651065088,0.8926416181009535,0.7777966452118115,0.8916036969961905,0.6158334460515386
33,0.5952870640530925,0.6422197115530661,0.8989802470754283,0.720633075587707,0.6448528905287327,0.9004945799457995,0.7794222800466839,0.9132441179043119,0.7200052221987381,0.8882445523637986,0.7679948645348037,0.8939377380878036,0.6151099355706021
34,0.5935183650245605,0.6762539075055254,0.8963306728768389,0.7124786166098319,0.6725489846108113,0.9003692411924119,0.7648384980630393,0.9110388057960875,0.722141656262295,0.8887315120639757,0.7616440015160496,0.8851831324548805,0.6012903105979438
35,0.5950543260557887,0.6405474778709062,0.9003594447973303,0.7225190276184337,0.6560908880556116,0.9020731707317073,0.768912051819482,0.9168687133735676,0.7339555141943855,0.8907887665010202,0.7735338473241902,0.8917071285830263,0.6136746971356767
36,0.591410689253025,0.6442553894235453,0.9008796742215002,0.726135974083981,0.6405438223962381,0.904916440831075,0.7842595268317195,0.9156196973672701,0.734891064766301,0.8915330333020316,0.7698070402020935,0.891449525385624,0.6155862645358102
37,0.5894150518057455,0.6543552630538241,0.9000291077430463,0.7287543951995998,0.6555947012510377,0.9041610207768744,0.7826577613558001,0.9159858888014227,0.7435920332329256,0.8900012143933262,0.7711085216183418,0.8899683070005621,0.6176592645913319
38,0.5907994577713004,0.6417711230592991,0.9008631413447254,0.7270210226959215,0.6498347330247981,0.9032836495031615,0.7797128971062249,0.9183661331234146,0.7475711264672376,0.8935674427161049,0.7689034222648926,0.8882353400362205,0.6118966449453305
39,0.5860363509371441,0.642797098903481,0.900327679452445,0.7233055273317406,0.6708759552324863,0.9062793586269196,0.7793122971746502,0.9155753812064491,0.7335995117597496,0.8936912867880017,0.7690646443311074,0.8857646911884095,0.6112456560614553
40,0.5830464589477874,0.6475493671697214,0.9009981325823684,0.7322372442228064,0.656004786420537,0.9045731707317072,0.7888837231448221,0.9173795154377679,0.7438549530824767,0.8930804830159279,0.776286274624543,0.8889593611440705,0.6199240260393839
41,0.5824631944946621,0.6381193091016297,0.901878517669765,0.726932847982604,0.6584797088051437,0.9055273261065944,0.7780864238386787,0.9137210997405174,0.7247571434114375,0.8898569300377184,0.7724623782725432,0.8984087147942297,0.6324254464077572
42,0.5849755202418556,0.646594376739012,0.9017214947034348,0.7249280049822593,0.6666238808127044,0.9024390243902438,0.7726976433046975,0.915960232076737,0.7364915832095369,0.8926091541209414,0.7668832207870848,0.8958775682258165,0.6236395726277177
43,0.5829925454016633,0.6390148845287638,0.8998527463250472,0.7252480476121768,0.6708598352674089,0.9028523035230351,0.769760520164533,0.9169830024198956,0.7412530892757574,0.8920897304407526,0.7741515799710706,0.8874859489165052,0.6158270010373463
44,0.5819476604502805,0.6724594427904952,0.8990561381109629,0.7253555164926873,0.6800325253812588,0.9061212737127371,0.7816088913163601,0.9121344645616488,0.7319402264720254,0.8903150328667738,0.7724961415770782,0.8876537813026916,0.615376806605285
45,0.5801696273713982,0.6413387425448916,0.902289637106118,0.7294338956933201,0.6641665704570003,0.9086427280939475,0.7912511044318082,0.9149432928073705,0.7342980085908748,0.8943044952993359,0.7740209287886163,0.8912680322238182,0.618165540961981
46,0.5775760180488904,0.6400024761847399,0.9029011411796368,0.7294437914317962,0.6410914035160146,0.9077100271002712,0.7878479788505325,0.9178471675559055,0.7377564644167097,0.896730877212811,0.7800811646181243,0.8893164928495597,0.612089557841818
47,0.5769324079447296,0.6470991624604672,0.9017502554467237,0.7242855820185472,0.6568719476520493,0.9076140469738032,0.792264672856282,0.9122784920843173,0.7122752241639385,0.8918456494058491,0.7723418687501411,0.895262833322925,0.6202605623038273
48,0.5790315500642887,0.657780123413156,0.9016852820263141,0.7224840548977329,0.6419230083980123,0.904473803071364,0.7787232384247832,0.9130219539928277,0.7207769016860912,0.8939630223243971,0.7701872826685215,0.8952823487166677,0.6202487968115362
49,0.5762089768277658,0.6718234343266268,0.8995869059445031,0.7176732277876469,0.6841540472161247,0.9071488256549232,0.7730597135605203,0.9150004373305344,0.7251315629705579,0.890732255128407,0.770286264621837,0.8854661056641477,0.6022153699976723
50,0.5736259426197459,0.6392693550214855,0.9028237024455139,0.7310355080782434,0.6754214735966795,0.9084631887985547,0.7794832640330953,0.916801656024957,0.741503181904193,0.893692489157632,0.7766648542699774,0.8923374758009118,0.6264907321057082
